Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost
102,ORD-100101,2025-01-08,2025-01-12,Same Day,CUST-1483,United States,Houston,New York,64797,Sugar,West,PROD-60638,Nerds,93.59,40,53.26,40.33
103,ORD-100102,2025-12-26,2025-12-27,First Class,CUST-1269,United States,Chicago,Illinois,37302,Sugar,South,PROD-83241,Laffy Taffy,380.94,90,227.0,153.94
104,ORD-100103,2025-07-03,2025-07-06,Same Day,CUST-1350,United States,Houston,Florida,56501,Chocolate,South,PROD-17122,Wonka Bar - Milk Chocolate,775.01,91,325.24,449.77
105,ORD-100104,2025-10-08,2025-10-13,Second Class,CUST-1303,United States,Los Angeles,New York,52429,Sugar,West,PROD-83241,Laffy Taffy,156.67,48,69.61,87.06
106,ORD-100105,2025-07-14,2025-07-17,Same Day,CUST-1270,United States,Houston,New York,19111,Other,South,PROD-56815,Fizzy Lifting Drinks,1391.17,138,386.47,1004.7
107,ORD-100106,2025-12-18,2025-12-21,First Class,CUST-1455,United States,New York City,Illinois,26453,Chocolate,West,PROD-72314,Wonka Bar - Scrumdiddlyumptious,135.93,14,56.34,79.59
108,ORD-100107,2025-07-14,2025-07-15,Second Class,CUST-1461,United States,Miami,Florida,58570,Chocolate,West,PROD-46540,Wonka Bar - Triple Dazzle Caramel,406.03,61,135.64,270.39
109,ORD-100108,2025-06-04,2025-06-05,First Class,CUST-1214,United States,Miami,New York,52281,Chocolate,West,PROD-61504,Wonka Bar - Fudge Mallows,500.06,61,67.45,432.61
110,ORD-100109,2025-04-03,2025-04-04,Same Day,CUST-1251,United States,New York City,New York,56825,Sugar,East,PROD-02492,Everlasting Gobstopper,313.53,78,147.16,166.37
111,ORD-100110,2025-06-09,2025-06-11,First Class,CUST-1189,United States,Los Angeles,Florida,51139,Other,South,PROD-56815,Fizzy Lifting Drinks,154.03,29,75.33,78.7
112,ORD-100111,2025-03-02,2025-03-06,First Class,CUST-1295,United States,New York City,Texas,18646,Sugar,Central,PROD-60638,Nerds,459.1,130,222.33,236.77
113,ORD-100112,2025-05-02,2025-05-04,Standard Class,CUST-1212,United States,Houston,New York,98992,Sugar,Central,PROD-60638,Nerds,198.91,37,123.58,75.33
114,ORD-100113,2025-02-20,2025-02-24,Same Day,CUST-1207,United States,New York City,California,73221,Chocolate,South,PROD-46540,Wonka Bar - Triple Dazzle Caramel,716.63,88,202.31,514.32
115,ORD-100114,2025-10-04,2025-10-08,Same Day,CUST-1236,United States,New York City,Florida,60717,Chocolate,West,PROD-61504,Wonka Bar - Fudge Mallows,849.46,114,221.31,628.15
116,ORD-100115,2025-01-05,2025-01-08,First Class,CUST-1337,United States,Los Angeles,New York,62409,Sugar,Central,PROD-77736,Hair Toffee,136.68,57,64.24,72.44
117,ORD-100116,2025-04-02,2025-04-05,Standard Class,CUST-1366,United States,Houston,Illinois,21154,Other,Central,PROD-56815,Fizzy Lifting Drinks,199.06,17,82.5,116.56
118,ORD-100117,2025-06-19,2025-06-23,Same Day,CUST-1052,United States,Chicago,California,97759,Chocolate,South,PROD-61504,Wonka Bar - Fudge Mallows,820.66,98,150.36,670.3
119,ORD-100118,2025-11-13,2025-11-17,Second Class,CUST-1279,United States,Chicago,New York,44695,Chocolate,Central,PROD-88993,Wonka Bar - Nutty Crunch Surprise,1652.04,144,940.14,711.9
120,ORD-100119,2025-01-22,2025-01-24,First Class,CUST-1409,United States,Miami,California,37829,Chocolate,West,PROD-61504,Wonka Bar - Fudge Mallows,538.71,61,274.46,264.25
121,ORD-100120,2025-11-22,2025-11-24,Same Day,CUST-1216,United States,New York City,California,70282,Other,South,PROD-83772,Lickable Wallpaper,676.51,87,165.33,511.18
122,ORD-100121,2025-01-01,2025-01-04,Second Class,CUST-1251,United States,Miami,Texas,98657,Other,West,PROD-56815,Fizzy Lifting Drinks,1117.49,80,309.51,807.98
123,ORD-100122,2025-05-13,2025-05-14,Same Day,CUST-1187,United States,Los Angeles,California,62311,Other,Central,PROD-83772,Lickable Wallpaper,24.7,6,9.43,15.27
124,ORD-100123,2025-08-21,2025-08-25,Second Class,CUST-1379,United States,Chicago,Texas,34904,Sugar,Central,PROD-77736,Hair Toffee,42.82,20,20.39,22.43
125,ORD-100124,2025-01-12,2025-01-14,First Class,CUST-1492,United States,New York City,Florida,12892,Other,West,PROD-58012,Kazookles,1614.65,145,371.73,1242.92
126,ORD-100125,2025-12-12,2025-12-15,Same Day,CUST-1040,United States,Los Angeles,Texas,65934,Sugar,East,PROD-14272,Fun Dip,369.22,114,236.1,133.12
127,ORD-100126,2025-02-15,2025-02-17,Same Day,CUST-1156,United States,Los Angeles,Illinois,97182,Sugar,Central,PROD-26064,SweeTARTS,158.82,44,96.98,61.84
128,ORD-100127,2025-02-03,2025-02-07,Standard Class,CUST-1014,United States,New York City,New York,71465,Chocolate,East,PROD-17122,Wonka Bar - Milk Chocolate,677.38,89,328.55,348.83
129,ORD-100128,2025-03-19,2025-03-23,First Class,CUST-1300,United States,Los Angeles,Florida,30698,Other,Central,PROD-83772,Lickable Wallpaper,814.72,89,371.2,443.52
130,ORD-100129,2025-08-06,2025-08-11,Second Class,CUST-1064,United States,New York City,Florida,80247,Sugar,East,PROD-26064,SweeTARTS,357.4,127,167.72,189.68
131,ORD-100130,2025-10-28,2025-10-29,Same Day,CUST-1344,United States,New York City,Illinois,30836,Other,East,PROD-58012,Kazookles,427.33,57,212.54,214.79
132,ORD-100131,2025-03-14,2025-03-19,Same Day,CUST-1326,United States,Houston,Texas,21957,Chocolate,East,PROD-88993,Wonka Bar - Nutty Crunch Surprise,113.99,13,11.14,102.85
133,ORD-100132,2025-10-09,2025-10-12,Second Class,CUST-1008,United States,Miami,New York,58353,Sugar,West,PROD-77736,Hair Toffee,148.98,60,60.62,88.36
134,ORD-100133,2025-09-06,2025-09-08,First Class,CUST-1343,United States,Los Angeles,Texas,12637,Other,East,PROD-83772,Lickable Wallpaper,1535.95,107,456.2,1079.75
135,ORD-100134,2025-02-16,2025-02-19,Standard Class,CUST-1128,United States,Los Angeles,California,38742,Sugar,East,PROD-02492,Everlasting Gobstopper,170.87,46,87.39,83.48
136,ORD-100135,2025-05-01,2025-05-05,Standard Class,CUST-1491,United States,Houston,Texas,56762,Sugar,East,PROD-60638,Nerds,551.68,109,232.36,319.32
137,ORD-100136,2025-08-02,2025-08-07,Same Day,CUST-1135,United States,Houston,Florida,79202,Sugar,Central,PROD-14272,Fun Dip,728.27,147,495.85,232.42
138,ORD-100137,2025-08-27,2025-09-01,Second Class,CUST-1471,United States,Houston,New York,25198,Sugar,East,PROD-83241,Laffy Taffy,154.77,55,64.02,90.75
139,ORD-100138,2025-02-25,2025-03-02,Same Day,CUST-1062,United States,Chicago,Texas,29403,Chocolate,Central,PROD-61504,Wonka Bar - Fudge Mallows,841.99,84,52.92,789.07
140,ORD-100139,2025-12-16,2025-12-19,Second Class,CUST-1138,United States,Chicago,New York,15629,Chocolate,East,PROD-61504,Wonka Bar - Fudge Mallows,844.38,105,102.81,741.57
141,ORD-100140,2025-04-17,2025-04-21,Standard Class,CUST-1498,United States,Chicago,New York,84499,Other,East,PROD-58012,Kazookles,948.55,125,259.09,689.46
142,ORD-100141,2025-11-15,2025-11-17,First Class,CUST-1080,United States,New York City,California,21332,Other,West,PROD-83772,Lickable Wallpaper,208.37,32,100.53,107.84
143,ORD-100142,2025-02-17,2025-02-19,Second Class,CUST-1391,United States,Los Angeles,California,94335,Chocolate,Central,PROD-61504,Wonka Bar - Fudge Mallows,30.88,5,12.5,18.38
144,ORD-100143,2025-03-02,2025-03-05,Standard Class,CUST-1162,United States,Miami,Florida,50870,Sugar,East,PROD-02492,Everlasting Gobstopper,518.92,95,273.39,245.53
145,ORD-100144,2025-12-03,2025-12-08,Same Day,CUST-1418,United States,New York City,Illinois,84160,Other,Central,PROD-56815,Fizzy Lifting Drinks,409.6,53,107.03,302.57
146,ORD-100145,2025-01-26,2025-01-27,Second Class,CUST-1288,United States,Los Angeles,New York,47335,Sugar,Central,PROD-02492,Everlasting Gobstopper,289.34,72,201.9,87.44
147,ORD-100146,2025-10-19,2025-10-22,First Class,CUST-1378,United States,Los Angeles,Illinois,78143,Sugar,South,PROD-60638,Nerds,279.97,130,165.05,114.92
148,ORD-100147,2025-09-14,2025-09-17,Same Day,CUST-1260,United States,Houston,Florida,41099,Chocolate,West,PROD-72314,Wonka Bar - Scrumdiddlyumptious,400.14,47,39.83,360.31
149,ORD-100148,2025-01-08,2025-01-12,Same Day,CUST-1489,United States,Houston,New York,99626,Other,West,PROD-56815,Fizzy Lifting Drinks,831.41,84,236.78,594.63
150,ORD-100149,2025-04-23,2025-04-25,Standard Class,CUST-1230,United States,New York City,New York,48523,Chocolate,West,PROD-17122,Wonka Bar - Milk Chocolate,653.16,117,81.89,571.27
151,ORD-100150,2025-12-21,2025-12-24,Second Class,CUST-1040,United States,Houston,Illinois,22126,Chocolate,South,PROD-88993,Wonka Bar - Nutty Crunch Surprise,707.84,80,262.3,445.54
152,ORD-100151,2025-09-10,2025-09-13,Same Day,CUST-1027,United States,Los Angeles,Texas,53158,Sugar,South,PROD-77736,Hair Toffee,239.68,91,163.3,76.38
